forestId,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
376,6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35
377,8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0
378,2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63
379,6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0
380,4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0
381,5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73
383,8,6,aug,wed,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86
384,9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87
385,8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18
387,3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59
388,5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0
389,6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74
390,7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0
391,7,4,feb,mon,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96
392,8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18
393,1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76
395,6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0
396,4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78
399,1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0
400,9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0
401,9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16
402,3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95
403,9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0
405,2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04
406,2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0
407,6,5,sep,sat,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95
408,4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0
410,1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0
412,7,4,feb,fri,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62
413,9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63
414,7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0
415,5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0
416,8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28
417,6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02
418,6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0
419,2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44
421,8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76
422,2,4,aug,wed,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0
423,8,6,jul,sun,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3
424,1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72
426,2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
427,8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0
428,2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35
429,1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0
431,7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0
432,1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36
433,8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0
435,1,4,aug,fri,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0
437,8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54
438,8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0
440,1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33
441,5,4,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0
442,8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23
443,6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35
444,1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0
445,2,5,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96
446,5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0
447,6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0
448,3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0
449,7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0
450,7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0
451,4,5,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43
454,4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0
455,3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0
456,3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0
457,2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0
458,1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75
459,8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32
460,7,4,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94
461,2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
462,8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0
463,1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71
465,6,4,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14
466,2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84
467,6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18
468,3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55
470,6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13
471,5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0
472,4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48
474,9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32
475,4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08
476,2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19
478,4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36
479,7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21
480,7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53
482,4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0
483,3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29
484,8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0
485,2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43
487,5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0
489,4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7
490,4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0
491,4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0
492,4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0
493,1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0
494,1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32
495,6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59
496,6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0
497,4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77
498,3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68
499,6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54
500,7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82
501,8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
502,7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0
505,4,3,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59
507,1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0
508,2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
509,1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0
510,5,4,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17
511,6,5,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43
512,8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0
513,4,3,aug,sun,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44
514,2,4,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29
515,7,4,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16
516,1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0
